,Decimal Latitude,Decimal Longitude,Catalog Number,Scientific Name,Family,Identified By,Collector,Collector Number,Event Date,Continent,Country,State/Province,County,Locality,Habitat,Collection Code,Institution Code,Modified,ID,Occurrence ID,Collection,Image Size,File Size,Record,Link to this Item,Manifest,Full citation,Geodetic Datum,In public portfolios,Species Header,Accepted Name,Collector and Date,Location,Notes,Type Status,Publication
0,42.9708600000,-82.4249100000,1304844,"
Agrostis gigantea
",Poaceae,,Charles K. Dodge,,1892-07-18,North America,USA,Michigan,St. Clair,Near Port Huron,Dryish sandy ground,Angiosperms,MICH,2016-3-11,318b4951-3edf-4d71-85f1-68ad5bcf1154,318b4951-3edf-4d71-85f1-68ad5bcf1154,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,449 KB,1304844,"

https://quod.lib.umich.edu/h/herb00ic/x-1304844/mich-v-1304844

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304844:MICH-V-1304844

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304844/mich-v-1304844.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,43.0481200000,-82.6031100000,1304845,"
Agrostis gigantea
",Poaceae,,Charles K. Dodge,,1910-07-14,North America,USA,Michigan,St. Clair,"near Ruby,","In sandy ground, abundant.",Angiosperms,MICH,2016-3-11,c5e1d51d-1ab3-4937-ae24-76b1cbc8fea2,c5e1d51d-1ab3-4937-ae24-76b1cbc8fea2,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,618 KB,1304845,"

https://quod.lib.umich.edu/h/herb00ic/x-1304845/mich-v-1304845

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304845:MICH-V-1304845

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304845/mich-v-1304845.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.5809490000,-84.6962610000,1304846,"
Agrostis gigantea
",Poaceae,,John H. Ehlers,84,1916-07-15,North America,USA,Michigan,Cheboygan,Douglas Lake,Margin of beach pool,Angiosperms,MICH,2016-3-11,b304a92d-2541-4205-b74e-752df5713d08,b304a92d-2541-4205-b74e-752df5713d08,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,772 KB,1304846,"

https://quod.lib.umich.edu/h/herb00ic/x-1304846/mich-v-1304846

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304846:MICH-V-1304846

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304846/mich-v-1304846.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.6153940000,-84.6829840000,1304847,"
Agrostis gigantea
",Poaceae,,John H. Ehlers,773,1918-07-13,North America,USA,Michigan,Cheboygan,Near Monroe Lake.,Sandy soil. Field,Angiosperms,MICH,2016-3-11,a8f65211-e5ef-47a3-a4f2-eaf789f35aa0,a8f65211-e5ef-47a3-a4f2-eaf789f35aa0,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,630 KB,1304847,"

https://quod.lib.umich.edu/h/herb00ic/x-1304847/mich-v-1304847

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304847:MICH-V-1304847

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304847/mich-v-1304847.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1304848,"
Agrostis gigantea
",Poaceae,,Carl O. Erlanson,798,1924-09-07,North America,USA,Michigan,Mackinac,Beach of Scotty Bay,"Sandy beach of Scotty Bay,",Angiosperms,MICH,2019-6-12,8ba0ede3-b6cf-4350-96f2-216331034e2a,8ba0ede3-b6cf-4350-96f2-216331034e2a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,809 KB,1304848,"

https://quod.lib.umich.edu/h/herb00ic/x-1304848/mich-v-1304848

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304848:MICH-V-1304848

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304848/mich-v-1304848.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.3414000000,-83.0514000000,1304849,"
Agrostis gigantea
",Poaceae,,"A.B. Lyons, M.D.",,1877-07-02,North America,USA,Michigan,Wayne,Detroit,,Angiosperms,MICH,2016-3-11,bb7d0ee6-2329-4d23-bdeb-3b49ea66c6a0,bb7d0ee6-2329-4d23-bdeb-3b49ea66c6a0,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,391 KB,1304849,"

https://quod.lib.umich.edu/h/herb00ic/x-1304849/mich-v-1304849

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304849:MICH-V-1304849

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304849/mich-v-1304849.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2708720000,-83.7263290000,1304850,"
Agrostis gigantea
",Poaceae,,"A.B. Lyons, M.D.",,,North America,USA,Michigan,Washtenaw,Ann Arbor,,Angiosperms,MICH,2016-3-11,0a33bee7-903c-45e1-8fce-bbfe74d07487,0a33bee7-903c-45e1-8fce-bbfe74d07487,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,481 KB,1304850,"

https://quod.lib.umich.edu/h/herb00ic/x-1304850/mich-v-1304850

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304850:MICH-V-1304850

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304850/mich-v-1304850.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.9633600000,-85.6680860000,1304851,"
Agrostis gigantea
",Poaceae,,W. Earle Mulliken,,1895-07-06,North America,USA,Michigan,Kent,Grand Rapids,,Angiosperms,MICH,2016-3-11,8c8fb553-4d53-4a45-8e27-45bbe53674a6,8c8fb553-4d53-4a45-8e27-45bbe53674a6,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,548 KB,1304851,"

https://quod.lib.umich.edu/h/herb00ic/x-1304851/mich-v-1304851

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304851:MICH-V-1304851

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304851/mich-v-1304851.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.9633600000,-85.6680860000,1304852,"
Agrostis gigantea
",Poaceae,,W. Earle Mulliken,,1896-06-24,North America,USA,Michigan,Kent,Grand Rapids,,Angiosperms,MICH,2016-3-11,cd4f5d00-048d-4391-9e9e-4a9b4b07b7ca,cd4f5d00-048d-4391-9e9e-4a9b4b07b7ca,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,542 KB,1304852,"

https://quod.lib.umich.edu/h/herb00ic/x-1304852/mich-v-1304852

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304852:MICH-V-1304852

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304852/mich-v-1304852.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2573200000,-84.5994700000,1304853,"
Agrostis gigantea
",Poaceae,,Emma J. Cole,,1894-07-06,North America,USA,Michigan,Jackson,Parma,,Angiosperms,MICH,2016-3-11,66256dd9-8d62-4141-80b1-c1b059f3787a,66256dd9-8d62-4141-80b1-c1b059f3787a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,518 KB,1304853,"

https://quod.lib.umich.edu/h/herb00ic/x-1304853/mich-v-1304853

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304853:MICH-V-1304853

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304853/mich-v-1304853.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.9794360000,-85.3756410000,1304854,"
Agrostis gigantea
",Poaceae,,Emma J. Cole,,1892-07-05,North America,USA,Michigan,Kent,Vergennes,,Angiosperms,MICH,2016-3-11,b5dd6a3c-b589-49a0-a814-e8f19127a3f5,b5dd6a3c-b589-49a0-a814-e8f19127a3f5,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,530 KB,1304854,"

https://quod.lib.umich.edu/h/herb00ic/x-1304854/mich-v-1304854

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304854:MICH-V-1304854

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304854/mich-v-1304854.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2708720000,-83.7263290000,1304855,"
Agrostis gigantea
",Poaceae,,"A.B. Lyons, M.D.",,,North America,USA,Michigan,Washtenaw,Ann Arbor,,Angiosperms,MICH,2016-3-11,a9ec2e52-929b-4ea1-944c-30e8b0b7054e,a9ec2e52-929b-4ea1-944c-30e8b0b7054e,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,373 KB,1304855,"

https://quod.lib.umich.edu/h/herb00ic/x-1304855/mich-v-1304855

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304855:MICH-V-1304855

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304855/mich-v-1304855.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2708720000,-83.7263290000,1304856,"
Agrostis gigantea
",Poaceae,,Carl O. Grassl,3840,1932-06-08,North America,USA,Michigan,Washtenaw,Ann Arbor,Open field,Angiosperms,MICH,2019-6-13,9f05ad02-424e-4ed3-8270-e5aeea5c0656,9f05ad02-424e-4ed3-8270-e5aeea5c0656,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,445 KB,1304856,"

https://quod.lib.umich.edu/h/herb00ic/x-1304856/mich-v-1304856

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304856:MICH-V-1304856

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304856/mich-v-1304856.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2708720000,-83.7263290000,1304857,"
Agrostis gigantea
",Poaceae,,A.J. Pieters,125,1892-07-22,North America,USA,Michigan,Washtenaw,Ann Arbor,,Angiosperms,MICH,2016-3-11,985335fd-8cd8-4f42-b93a-989c726077cc,985335fd-8cd8-4f42-b93a-989c726077cc,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,431 KB,1304857,"

https://quod.lib.umich.edu/h/herb00ic/x-1304857/mich-v-1304857

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304857:MICH-V-1304857

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304857/mich-v-1304857.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.4765200000,-83.1490900000,1304858,"
Agrostis gigantea
",Poaceae,,John M. Sutton,132,1916-07-08,North America,USA,Michigan,Oakland,Detroit Zoo,,Angiosperms,MICH,2016-3-11,df927b61-7175-44b6-803a-6ec02a96eaf9,df927b61-7175-44b6-803a-6ec02a96eaf9,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,638 KB,1304858,"

https://quod.lib.umich.edu/h/herb00ic/x-1304858/mich-v-1304858

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304858:MICH-V-1304858

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304858/mich-v-1304858.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,44.0480000000,-83.8569500000,1304859,"
Agrostis gigantea
",Poaceae,,Carl O. Grassl,,1935-07-15,North America,USA,Michigan,Arenac,Near Omer.,"Oak woods,",Angiosperms,MICH,2016-3-11,ded84faa-2a6e-4885-955a-5385842b8ea8,ded84faa-2a6e-4885-955a-5385842b8ea8,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,455 KB,1304859,"

https://quod.lib.umich.edu/h/herb00ic/x-1304859/mich-v-1304859

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304859:MICH-V-1304859

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304859/mich-v-1304859.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.8261300000,-87.0482410000,1304860,"
Agrostis gigantea
",Poaceae,,Carl O. Grassl,6823,1934-08-02,North America,USA,Michigan,Delta,1 mi S of Gladstone.,On beach.,Angiosperms,MICH,2016-3-11,22109a31-cb2f-4498-b4dd-a0439f6fab6d,22109a31-cb2f-4498-b4dd-a0439f6fab6d,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,654 KB,1304860,"

https://quod.lib.umich.edu/h/herb00ic/x-1304860/mich-v-1304860

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304860:MICH-V-1304860

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304860/mich-v-1304860.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.3476510000,-82.9839060000,1304861,"
Agrostis gigantea
",Poaceae,,Oliver A. Farwell,1719a,1901-07-02,North America,USA,Michigan,Wayne,"Belle Isle, in Detroit r.,",,Angiosperms,MICH,2016-3-11,aaad828a-78b6-4898-b058-943440e7ae64,aaad828a-78b6-4898-b058-943440e7ae64,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,502 KB,1304861,"

https://quod.lib.umich.edu/h/herb00ic/x-1304861/mich-v-1304861

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304861:MICH-V-1304861

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304861/mich-v-1304861.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.7123810000,-85.5547970000,1304862,"
Agrostis gigantea
",Poaceae,,Edward G. Voss,4922,1957-07-27,North America,USA,Michigan,Charlevoix,Beaver Island  on N side of E end of Barney's Lake.,"moist, rather boggy shore",Angiosperms,MICH,2016-3-11,b70472d5-cafc-44ad-8b6b-4c2fe1a6965d,b70472d5-cafc-44ad-8b6b-4c2fe1a6965d,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,388 KB,1304862,"

https://quod.lib.umich.edu/h/herb00ic/x-1304862/mich-v-1304862

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304862:MICH-V-1304862

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304862/mich-v-1304862.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2708720000,-83.7263290000,1304863,"
Agrostis gigantea
",Poaceae,,Mark W. Harrington,,1870,North America,USA,Michigan,Washtenaw,"Ann Arbor,",,Angiosperms,MICH,2016-3-11,d615770a-28fa-4383-bdf6-c3d969204c9e,d615770a-28fa-4383-bdf6-c3d969204c9e,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,339 KB,1304863,"

https://quod.lib.umich.edu/h/herb00ic/x-1304863/mich-v-1304863

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304863:MICH-V-1304863

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304863/mich-v-1304863.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.3530900000,-84.1402300000,1304864,"
Agrostis gigantea
",Poaceae,,Clair A. Brown,2549,1929-06-30,North America,USA,Michigan,Jackson,"near Waterloo,",open fields,Angiosperms,MICH,2016-3-11,6970981a-2c46-4e99-9bc7-db23acdb9107,6970981a-2c46-4e99-9bc7-db23acdb9107,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,440 KB,1304864,"

https://quod.lib.umich.edu/h/herb00ic/x-1304864/mich-v-1304864

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304864:MICH-V-1304864

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304864/mich-v-1304864.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,46.6546120000,-86.0537400000,1304865,"
Agrostis gigantea
",Poaceae,,David Bach,4,1975-08-20,North America,USA,Michigan,Alger,"Grand Sable Dunes,","open jack pine woodland,",Angiosperms,MICH,2016-3-11,f4ecc886-542f-48f5-b91e-f3dbc7fce236,f4ecc886-542f-48f5-b91e-f3dbc7fce236,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,409 KB,1304865,"

https://quod.lib.umich.edu/h/herb00ic/x-1304865/mich-v-1304865

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304865:MICH-V-1304865

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304865/mich-v-1304865.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.6156870000,-84.2471720000,1304866,"
Agrostis gigantea
",Poaceae,,R.R. Dreisbach,5040,1927-07-06,North America,USA,Michigan,Midland,Midland.,Dry ground.,Angiosperms,MICH,2016-3-11,98d2df0e-1e27-4f14-a2d2-64c754b4eb2d,98d2df0e-1e27-4f14-a2d2-64c754b4eb2d,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,602 KB,1304866,"

https://quod.lib.umich.edu/h/herb00ic/x-1304866/mich-v-1304866

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304866:MICH-V-1304866

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304866/mich-v-1304866.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.6487500000,-83.8624200000,1304867,"
Agrostis gigantea
",Poaceae,,R.R. Dreisbach,5047,1927-07-09,North America,USA,Michigan,Bay,Wenonah Beach. Bay City.,Edge of Lake Huron.,Angiosperms,MICH,2016-3-11,45922cf2-cfcc-4bb1-84a3-40858f9b17b5,45922cf2-cfcc-4bb1-84a3-40858f9b17b5,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,603 KB,1304867,"

https://quod.lib.umich.edu/h/herb00ic/x-1304867/mich-v-1304867

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304867:MICH-V-1304867

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304867/mich-v-1304867.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,44.6762000000,-84.7181460000,1304868,"
Agrostis gigantea
",Poaceae,,Gilbert H. Hicks,187,1887-07-23,North America,USA,Michigan,Crawford,Grayling,,Angiosperms,MICH,2016-3-11,7d99b67e-de4e-48d5-8880-d07e67af4c36,7d99b67e-de4e-48d5-8880-d07e67af4c36,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,291 KB,1304868,"

https://quod.lib.umich.edu/h/herb00ic/x-1304868/mich-v-1304868

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304868:MICH-V-1304868

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304868/mich-v-1304868.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.9633600000,-85.6680860000,1304869,"
Agrostis gigantea
",Poaceae,,George D. Sones,,1891-08-15,North America,USA,Michigan,Kent,Grand Rapids,,Angiosperms,MICH,2016-3-11,7e13a335-8029-445d-b894-75572de410d4,7e13a335-8029-445d-b894-75572de410d4,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,410 KB,1304869,"

https://quod.lib.umich.edu/h/herb00ic/x-1304869/mich-v-1304869

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304869:MICH-V-1304869

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304869/mich-v-1304869.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1304870,"
Agrostis gigantea
",Poaceae,,William F. Lawler,,1928-07-23,North America,USA,Michigan,Muskegon,no data provided on label of catalog no: 1304870,"Sand dunes,",Angiosperms,MICH,2021-3-09,3cf19002-88c4-4794-a38d-0f3bfd282d7f,3cf19002-88c4-4794-a38d-0f3bfd282d7f,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,623 KB,1304870,"

https://quod.lib.umich.edu/h/herb00ic/x-1304870/mich-v-1304870

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304870:MICH-V-1304870

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304870/mich-v-1304870.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,47.4683300000,-87.8850090000,1304871,"
Agrostis gigantea
",Poaceae,,Frederick J. Hermann,7947,1936-07-13,North America,USA,Michigan,Keweenaw,Copper Harbor,"Marshy roadside, 1-3/4 miles S.W.",Angiosperms,MICH,2016-3-11,fd930381-1d43-43fc-a22e-1fb2e4416659,fd930381-1d43-43fc-a22e-1fb2e4416659,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,653 KB,1304871,"

https://quod.lib.umich.edu/h/herb00ic/x-1304871/mich-v-1304871

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304871:MICH-V-1304871

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304871/mich-v-1304871.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,47.4683300000,-87.8850090000,1304872,"
Agrostis gigantea
",Poaceae,,Oliver A. Farwell,8497,1929-07-24,North America,USA,Michigan,Keweenaw,Copper Harbor,dry grounds [BLH],Angiosperms,MICH,2016-3-11,c09cd783-8fa2-4079-85a8-db4a034cbb6f,c09cd783-8fa2-4079-85a8-db4a034cbb6f,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,597 KB,1304872,"

https://quod.lib.umich.edu/h/herb00ic/x-1304872/mich-v-1304872

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304872:MICH-V-1304872

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304872/mich-v-1304872.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,47.3731670000,-88.3131960000,1304873,"
Agrostis gigantea
",Poaceae,,Oliver A. Farwell,8505,1929-07-24,North America,USA,Michigan,Keweenaw,Clifton Cliff Mine [BLH],Wet ground,Angiosperms,MICH,2022-12-14,d3522119-d187-4c93-8521-6287242076bc,d3522119-d187-4c93-8521-6287242076bc,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,538 KB,1304873,"

https://quod.lib.umich.edu/h/herb00ic/x-1304873/mich-v-1304873

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304873:MICH-V-1304873

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304873/mich-v-1304873.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,48.1455980000,-88.4858100000,1304874,"
Agrostis gigantea
",Poaceae,,Clair A. Brown,3448,1930-07-26,North America,USA,Michigan,Keweenaw,"Isle Royale, Rock Harbor",Sod ground along shore,Angiosperms,MICH,2016-3-11,1c022558-d0f8-4359-9eca-ef0f2ae9e2a6,1c022558-d0f8-4359-9eca-ef0f2ae9e2a6,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,610 KB,1304874,"

https://quod.lib.umich.edu/h/herb00ic/x-1304874/mich-v-1304874

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304874:MICH-V-1304874

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304874/mich-v-1304874.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.5976790000,-84.2783660000,1304875,"
Agrostis gigantea
",Poaceae,,R.R. Dreisbach,8110,1934-06-27,North America,USA,Michigan,Midland,"2 miles S.W. of Midland,",swampy field.,Angiosperms,MICH,2016-3-11,0a2deaeb-f801-431b-9345-0609e6b4d838,0a2deaeb-f801-431b-9345-0609e6b4d838,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,560 KB,1304875,"

https://quod.lib.umich.edu/h/herb00ic/x-1304875/mich-v-1304875

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304875:MICH-V-1304875

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304875/mich-v-1304875.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1304876,"
Agrostis gigantea
",Poaceae,,Charles D. Richards,4084,1950-08-09,North America,USA,Michigan,Keweenaw,northeast of Delaware.,Roadside along Montreal River,Angiosperms,MICH,2016-3-11,7c6cdbe9-5700-4c5b-8332-9e767355241b,7c6cdbe9-5700-4c5b-8332-9e767355241b,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,602 KB,1304876,"

https://quod.lib.umich.edu/h/herb00ic/x-1304876/mich-v-1304876

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304876:MICH-V-1304876

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304876/mich-v-1304876.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,47.4642800000,-87.9687530000,1304877,"
Agrostis gigantea
",Poaceae,,Charles D. Richards,2449,1949-07-17,North America,USA,Michigan,Keweenaw,West Bluff,Grassy bald on summit of bluff.,Angiosperms,MICH,2016-3-11,fe8108d7-f40a-4a27-ba4a-2ade94483e99,fe8108d7-f40a-4a27-ba4a-2ade94483e99,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,594 KB,1304877,"

https://quod.lib.umich.edu/h/herb00ic/x-1304877/mich-v-1304877

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1304877:MICH-V-1304877

content_copy


","


""Agrostis gigantea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1304877/mich-v-1304877.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
